1,0,2,65,0
2,0,1,2,1
2,0,1,3,2
2,0,1,1,3
2,0,1,4,4
2,0,1,6,5
2,0,1,7,6
2,0,1,5,7
2,0,1,8,8
2,0,1,10,9
2,0,1,12,10
2,0,1,9,11
2,0,1,16,12
2,0,1,19,13
2,0,1,21,14
2,0,1,26,15
2,0,1,30,16
2,0,1,34,17
1,0,2,67,18
2,0,1,0,19
2,0,1,50,20
2,0,1,62,21
2,0,1,54,22
2,0,1,60,23
2,0,1,55,24
2,0,1,63,25
2,0,1,59,26
2,0,1,64,27
2,0,1,67,28
2,0,1,15,29
2,0,1,17,30
2,0,1,18,31
2,0,1,23,32
2,0,1,27,33
2,0,1,31,34
2,0,1,37,35
1,0,2,66,36
1,0,2,19,37
1,0,2,18,38
2,0,1,39,39
2,0,1,46,40
2,0,1,40,41
2,0,1,44,42
2,0,1,41,43
2,0,1,43,44
2,0,1,35,45
2,0,1,49,46
2,0,1,13,47
2,0,1,14,48
2,0,1,20,49
2,0,1,24,50
2,0,1,29,51
2,0,1,33,52
2,0,1,36,53
1,0,2,64,54
1,0,2,7,55
1,0,2,26,56
2,0,1,47,57
2,0,1,51,58
2,0,0,2,59
2,0,1,53,60
2,0,1,61,61
2,0,1,52,62
2,0,1,66,63
2,0,1,58,64
2,0,1,65,65
2,0,1,57,66
2,0,1,48,67
2,0,1,25,68
2,0,1,28,69
2,0,1,32,70
1,0,2,61,71
1,0,2,15,72
1,0,2,24,73
1,0,2,14,74
1,0,2,23,75
2,0,0,14,76
2,0,0,24,77
2,0,0,18,78
2,0,0,25,79
2,0,0,16,80
2,0,0,29,81
2,0,1,38,82
2,0,0,21,83
2,0,0,10,84
2,0,0,9,85
2,0,0,7,86
2,0,0,8,87
1,0,2,63,88
1,0,2,5,89
1,0,2,29,90
1,0,3,67,91
1,0,3,51,92
2,0,1,42,93
2,0,0,65,94
2,0,0,66,95
2,0,0,37,96
2,0,0,1,97
2,0,0,36,98
2,0,0,34,99
2,0,0,6,100
2,0,0,31,101
2,0,0,32,102
2,0,0,30,103
2,0,0,28,104
1,0,2,62,105
1,0,2,9,106
1,0,2,25,107
1,0,2,16,108
1,0,3,46,109
1,0,3,0,110
1,0,3,2,111
2,0,0,64,112
2,0,0,61,113
2,0,0,15,114
2,0,0,26,115
2,0,0,19,116
2,0,0,20,117
2,0,0,13,118
2,0,0,23,119
2,0,0,17,120
2,0,0,27,121
1,0,2,60,122
1,0,2,6,123
1,0,2,28,124
1,0,2,4,125
1,0,3,47,126
1,0,3,3,127
1,0,3,1,128
2,0,0,67,129
2,0,0,63,130
2,0,0,57,131
2,0,0,52,132
2,0,0,48,133
2,0,0,46,134
2,0,0,5,135
2,0,0,33,136
2,0,0,4,137
