file,event,length,width,tracesum,tracemax,tracedev,padnum
273_800p.h5,221,12.779608923414921,1.6144608899650639,152341.59960937494,12533.171525931912,2932.563981641884,17
273_800p.h5,222,13.515598243121275,6.94950522594123,150058.42187500006,18748.586994043075,3609.5842572287506,41
273_800p.h5,223,13.799743861555132,6.450008637385101,149736.4375,11407.335871735706,2848.658330911276,28
273_800p.h5,224,13.590842288465007,4.551089842951336,147365.396484375,13393.935541509014,3029.262998031014,20
273_800p.h5,225,13.586691887755839,5.879565375750624,149620.94531249997,12900.511005588392,2941.1094342027473,26
273_800p.h5,226,13.539771827910307,4.460364849370852,144034.01171875,19940.940208344942,3744.6640457882313,25
273_800p.h5,227,13.450865282284191,5.602077734166919,148183.369140625,12309.762557400383,2861.306912127187,23
273_800p.h5,228,13.676395817921575,6.699635783914483,146646.171875,20928.096782062916,3746.4847223226266,42
273_800p.h5,229,13.723549680760842,6.616610480246974,143406.5703125,19992.294241367577,3597.1876570042773,40
273_800p.h5,230,13.465730150521775,5.106111163079734,151781.77734375003,22458.326128983696,4089.1574295587766,31
273_800p.h5,231,13.706817841929052,6.463767452032716,141412.1640625,18697.55928013525,3519.640844556705,39
273_800p.h5,232,13.389753448300644,6.029438598020543,151289.4921875,14061.946113578313,3103.757378477073,28
273_800p.h5,233,13.62135030382505,5.512643896863678,146415.20703125003,18714.850851680894,3631.143100906885,30
273_800p.h5,234,13.690428689940992,6.694000200763638,146883.31640625003,15086.350556233427,3273.1322426477427,38
273_800p.h5,235,13.738951166122845,4.015351559392753,144404.16015624997,21711.526126798384,3924.593683567085,24
273_800p.h5,236,13.448297390565836,6.927774369024598,144438.92578125,21343.16677566799,3815.584502206753,40
273_800p.h5,237,13.782689788002639,6.873998635747886,145136.04687500006,13963.209373601887,3082.8442612582858,36
273_800p.h5,238,13.547846953228802,1.2245917397397275,144989.28515625,15575.682501245627,3266.8638918915212,41
273_800p.h5,239,13.612502778259511,5.59966883107375,138601.765625,20542.529415831817,3765.4739105200892,34
273_800p.h5,240,13.627039599326,5.728868233064267,148967.078125,22994.613695743872,4004.445997995271,35
273_800p.h5,241,13.813583302905894,5.71962702715893,144774.33203125,23057.5812669415,3932.3287789799288,36
273_800p.h5,242,13.624101267396183,6.241705255586045,144919.35156250003,22463.315071482633,3916.437929639574,39
273_800p.h5,243,13.479958244631264,4.694736487353334,149323.74804687497,13756.427333375923,3094.5294587098624,20
273_800p.h5,244,13.48602386496958,5.405610095682192,147468.78125000003,18581.5233033896,3592.9407484921544,29
273_800p.h5,245,13.603372700201344,4.920088948732396,147102.6328125,17603.178535324925,3496.371009228878,27
273_800p.h5,246,13.55396589176648,4.480327948948792,153755.91796875,15415.520598257948,3301.0182014140405,21
273_800p.h5,247,13.644150507638377,4.458658645139533,149405.01367187497,17658.01707338358,3623.212522547654,21
273_800p.h5,248,13.453584640643056,1.0902467910519396,152290.828125,14323.462759121883,3166.3290482557977,26
273_800p.h5,249,13.69536494150805,1.2332670004381099,147467.52734375,15516.250123441185,3264.7278242909624,39
273_800p.h5,250,13.58642409608941,4.714837241204353,149157.47656249997,13420.432667055558,3101.085895987513,22
273_800p.h5,251,13.53583243597861,5.113772785898053,142551.30859375,20693.84588562304,3778.2419797427588,30
273_800p.h5,252,13.786200659496098,6.788167479173389,150890.1875,14672.418075499483,3126.9793801189517,37
273_800p.h5,253,13.613662166806025,1.3004335953877186,148937.73437499997,16897.8275628099,3353.231740804852,37
273_800p.h5,254,13.647167818313273,4.400648914791667,147578.73535156247,23662.30105259479,4017.9888130828504,26
273_800p.h5,255,13.472984997237532,7.566805611838197,148872.97265624997,18951.708417743008,3625.5572535963274,44
273_800p.h5,256,13.498086366170996,3.5726592682701654,148116.95312500003,24242.22479342467,4083.4540516965053,20
273_800p.h5,257,13.477439765280065,1.8406868401799132,153926.92578125,14002.25873983105,3142.1600324027436,28
273_800p.h5,258,13.490847364417139,0.9771130233302042,149740.390625,15214.795109792585,3308.765312597864,32
273_800p.h5,259,13.650285049757954,5.481469458387037,152245.96484375,11544.745688875797,2776.6044580315493,19
273_800p.h5,260,13.546209402091819,4.474296167071411,137692.42578125003,17403.190219983437,3399.2240857370825,25
273_800p.h5,261,13.815119442196524,4.8390623932205585,148384.90234375003,21362.334909145364,3932.7445982214767,30
273_800p.h5,262,13.796780174753863,6.813201461950778,153210.21093750003,19332.738222083743,3811.8658031995064,42
273_800p.h5,263,13.658892019684211,1.2646018842545497,148363.62890624997,14956.624816245097,3175.0338414908806,31
