sim,N,energy,energy_std,trace_width,trace_width_std,trace_max,trace_max_std,trace_avg,trace_avg_std,trace_peaks,trace_peaks_std,track_length,track_length_std,track_width,track_width_std,num_pads,num_pads_std,track_peaks,track_peaks_std,max_pad,max_pad_std,min_pad,min_pad_std,avg_pad,avg_pad_std,event_length,event_length_std,num_peaks,num_peaks_std
run0277,20196,804.7865536244799,36.16479007449714,19.413794810853634,3.384624081429634,67.2484536046742,10.047975527375096,41.99725539710834,7.1707724690692904,1.0036145771439888,0.060012598477811825,10.6094688057041,1.375093089654755,3.3811120518914635,0.5138152394475092,36.089819766290354,8.347572703534702,1.2389582095464449,0.5000885087402204,62.63781634977223,19.645853459367753,4.887372350960586,1.8659384012732168,23.535684987126164,5.617846388145071,8.393936720142602,0.8184852678250719,1.2419786096256684,0.5011598023510475
