sim,N,energy,energy_std,trace_width,trace_width_std,trace_max,trace_max_std,trace_avg,trace_avg_std,trace_peaks,trace_peaks_std,track_length,track_length_std,track_width,track_width_std,num_pads,num_pads_std,track_peaks,track_peaks_std,max_pad,max_pad_std,min_pad,min_pad_std,avg_pad,avg_pad_std,event_length,event_length_std,num_peaks,num_peaks_std
run0277,3259,1681.3557152500766,57.0285536928599,41.11936176741332,8.615950447209432,70.41290518563977,21.400468031961857,42.979550168763424,13.669733448704166,1.260816201288739,0.44944008291049725,18.88560754832771,4.704155729398827,3.713158023933722,0.7089011102913759,69.51979134703898,20.790111664117614,3.576250383553237,1.6704387713309272,72.9793982816815,24.223198024805697,4.7063074562749305,1.9410121994388139,26.378819269714633,7.812372584245783,17.080358698987418,1.5252603240280904,3.5974225222460876,1.644336085684405
